# 実行時間 (秒)
Method	synth_326K	amazon0302	email-EuAll	web-ND	amazon0505	web-Google
GPU_Opt_Pure	77.878482	52.225864	190.935240	41.314037	170.013859	897.753280
PathMerge_BC	772.201010	153.059795	220.376558	349.496493	560.817961	3135.530830

# GTEPS
Method	synth_326K	amazon0302	email-EuAll	web-ND	amazon0505	web-Google
GPU_Opt_Pure	13.4446	4.5159	0.5059	8.5946	5.8862	4.2160
PathMerge_BC	1.3559	1.5409	0.4383	1.0160	1.7844	1.2071
