# 実行時間 (秒)
Method	synth_326K	amazon0302	email-EuAll	web-ND	amazon0505	web-Google
GPU_Opt	76.867481	51.459573	191.017163	40.926672	168.300049	874.980588
GPU_Opt_Pure_Chunked	77.869978	52.220400	190.956531	41.228613	169.992855	898.136633

# GTEPS
Method	synth_326K	amazon0302	email-EuAll	web-ND	amazon0505	web-Google
GPU_Opt	13.6214	4.5831	0.5057	8.6760	5.9462	4.3257
GPU_Opt_Pure_Chunked	13.4461	4.5163	0.5058	8.6125	5.8870	4.2141
