OldPath	NewRawPath	Classification	SHA256	PBSJobID	SourceSnapshotID	Reason
result/profiling/ablation_H1W1A0.console.log	raw_data/profiling/job_2359175_20260711/ablation_H1W1A0.console.log	raw	262c53fb9eee797a167b77e9ff9e66c82f286808ec000cbbb0407bd86aa819f5	2359175	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/profiling/ablation_H1W1A0.nsys-rep	raw_data/profiling/job_2359175_20260711/ablation_H1W1A0.nsys-rep	raw	5dcf9a443805cb1c16a7fb896addeb40c9c5faeb14bc0b2867dbd08508751641	2359175	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/profiling/ablation_H1W1A0.stats.txt	raw_data/profiling/job_2359175_20260711/ablation_H1W1A0.stats.txt	raw	700908a782c3187829ff35673cd66566bfed03744ee1863e3a9a4f35ff074962	2359175	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/profiling/ablation_H1W1A1.console.log	raw_data/profiling/job_2359175_20260711/ablation_H1W1A1.console.log	raw	9ba6b4c266d452002db7770f934dce134734802f9a3c3148217ff2f361d1d78b	2359175	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/profiling/ablation_H1W1A1.nsys-rep	raw_data/profiling/job_2359175_20260711/ablation_H1W1A1.nsys-rep	raw	40844307e6154bac4485af93b4ecb761176b3c5569bb262d6e68fea1af2b72ed	2359175	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/profiling/ablation_H1W1A1.stats.txt	raw_data/profiling/job_2359175_20260711/ablation_H1W1A1.stats.txt	raw	21591c276f0f003c48f95e29cc08aaba6174d7a0ad270908663545df884c3ef7	2359175	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/profiling/bandwidth.log	raw_data/profiling/job_2359175_20260711/bandwidth.log	raw	baf4c915449ca7f65aa079f325142bed1f67e2e00e87752881d327065ff9c80f	2359175	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/profiling/um_prefetch_gpu_opt.console.log	raw_data/profiling/job_2359175_20260711/um_prefetch_gpu_opt.console.log	raw	81c66d51ea7a603ef21c6500541c2d658caca294b2d6e6e0516be1dbf482823f	2359175	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/profiling/um_prefetch_gpu_opt.nsys-rep	raw_data/profiling/job_2359175_20260711/um_prefetch_gpu_opt.nsys-rep	raw	898185885b9c7ac01776c76570d6966e1f239fb25c65ce0bc904aa94c1e0b60e	2359175	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/profiling/um_prefetch_gpu_opt.stats.txt	raw_data/profiling/job_2359175_20260711/um_prefetch_gpu_opt.stats.txt	raw	2d992451a3e01c4387d4d351eaa4e33e12fe942f3e38d04f0cde69e0e7e9afb3	2359175	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
