Ablation_H0_W0_A0	325557_3216152_corrected_v1	176.350609	5.9373
Ablation_H0_W0_A1	325557_3216152_corrected_v1	112.138071	9.3371
Ablation_H0_W1_A0	325557_3216152_corrected_v1	163.799227	6.3922
Ablation_H0_W1_A1	325557_3216152_corrected_v1	100.779244	10.3894
Ablation_H1_W0_A0	325557_3216152_corrected_v1	116.330316	9.0006
Ablation_H1_W0_A1	325557_3216152_corrected_v1	78.865354	13.2763
Ablation_H1_W1_A0	325557_3216152_corrected_v1	107.847937	9.7085
Ablation_H1_W1_A1	325557_3216152_corrected_v1	69.376184	15.0922
