RawPath	Experiment	Graph	Implementation	Configuration	Status	RunDate	PBSJobID	SourceSnapshotID	OriginalPath	OriginalFilename	SizeBytes	SHA256	UsedInThesis	DerivedResultPath	FailureSummaryPath	Notes
raw_data/ablation/email-EuAll/job_2354999_20260710/ablation.log	ablation	email-EuAll	n/a	n/a	success	20260710	2354999	phase_def_block_20260710	result/ablation/email_2354999/ablation.log	ablation.log	11369	80318d132bba03f6fc07e3338cc3e86ac62a038df3bf440535f155306af650a1	yes	result/ablation/
raw_data/ablation/email-EuAll/job_2354999_20260710/ablation_results.tsv	ablation	email-EuAll	n/a	n/a	success	20260710	2354999	phase_def_block_20260710	result/ablation/email_2354999/ablation_results.tsv	ablation_results.tsv	1210	77fd81068e345888b98368e4f88162b4a75780e7f25c6786deb7bd6a62b0c45a	yes	result/ablation/
raw_data/ablation/email-EuAll/job_2354999_20260710/pbs_stdout.log	ablation	email-EuAll	n/a	n/a	success	20260710	2354999	phase_def_block_20260710	thesis_bc_project/bc_ablation.o2354999	pbs_stdout.log	3907	ff223c9737f21315098806bcc33fa251842dbbf5203eb3e8c8758d7fe5866d2f	yes	result/ablation/
raw_data/ablation/synthetic/job_2354994_20260710/ablation.log	ablation	synthetic	n/a	n/a	success	20260710	2354994	phase_def_block_20260710	result/ablation/synthetic_2354994/ablation.log	ablation.log	67349	7e0eaf644f40360e0bd8e613d22945f00a5cf7f5fe919f2c46921391bb5da65a	yes	result/ablation/
raw_data/ablation/synthetic/job_2354994_20260710/ablation_results.tsv	ablation	synthetic	n/a	n/a	success	20260710	2354994	phase_def_block_20260710	result/ablation/synthetic_2354994/ablation_results.tsv	ablation_results.tsv	8744	ef0f787086d4dcfb4bba8181aa248ddecef74bda2759d2456af563e5bb5193eb	yes	result/ablation/
raw_data/ablation/synthetic/job_2354994_20260710/pbs_stdout.log	ablation	synthetic	n/a	n/a	success	20260710	2354994	phase_def_block_20260710	thesis_bc_project/bc_ablation.o2354994	pbs_stdout.log	15432	d01e287fc7af6e117de37e9deea5e420d9938f7cc43029256c1faba50283e104	yes	result/ablation/
raw_data/corrected_325557/job_2404743/MANIFEST.txt	corrected_325557	325557_3216152_corrected_v1	n/a	n/a	success	na	2404743	corrected325557_ab_20260717	build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/MANIFEST.txt	MANIFEST.txt	1470	d27126a1d56ce323533d7a9fa93a0010f12dd894dce4b7ba2901caa7a64bdb37	yes	result/correctness/corrected_325557/; result/memory_scalability/corrected_325557/; result/ablation/corrected_325557/
raw_data/corrected_325557/job_2404743/comparison_matrix.tsv	corrected_325557	325557_3216152_corrected_v1	n/a	n/a	success	na	2404743	corrected325557_ab_20260717	build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/comparison_matrix.tsv	comparison_matrix.tsv	4134	12cbeb386a65b7fd566e6ce3434919c94d42abc225fb5c52a5d3d18495579b14	yes	result/correctness/corrected_325557/; result/memory_scalability/corrected_325557/; result/ablation/corrected_325557/
raw_data/corrected_325557/job_2404743/comparisons/gpu_opt_b1024__vs__gpu_opt_pure_b1024.json	corrected_325557	325557_3216152_corrected_v1	n/a	n/a	success	na	2404743	corrected325557_ab_20260717	build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_b1024__vs__gpu_opt_pure_b1024.json	gpu_opt_b1024__vs__gpu_opt_pure_b1024.json	1696	9b56ee7cf70d790820687a920539fe394f1f2df5b6d6b71ead418125c62edbac	yes	result/correctness/corrected_325557/; result/memory_scalability/corrected_325557/; result/ablation/corrected_325557/
raw_data/corrected_325557/job_2404743/comparisons/gpu_opt_b1024__vs__gpu_opt_pure_b1024.md	corrected_325557	325557_3216152_corrected_v1	n/a	n/a	success	na	2404743	corrected325557_ab_20260717	build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_b1024__vs__gpu_opt_pure_b1024.md	gpu_opt_b1024__vs__gpu_opt_pure_b1024.md	1775	87eeb94db06eaafe6f41f40cb323722ab1536509efb5cbf984db478cf3bc2168	yes	result/correctness/corrected_325557/; result/memory_scalability/corrected_325557/; result/ablation/corrected_325557/
